Feature,Importance
cat__Team_Bob Cooper (Owner),8.731720930934752e-06
cat__Driver_Ronnie Thomas,8.688755888925326e-06
cat__Team_Clay Campbell (Owner),8.671416027156649e-06
cat__Team_Price Racing,8.660356270378421e-06
cat__Team_Means Motorsports,8.601997672715318e-06
cat__Driver_Pop McGinnis,8.537031660414866e-06
cat__Team_Cope Family Racing,8.53034216031371e-06
cat__Team_Travis Carter Enterprises,8.52803268826231e-06
cat__Driver_Ed Negre,8.518999561019975e-06
cat__Driver_Joe Frasson,8.509974611990654e-06
cat__Team_Cunningham-Kelley,8.468978399440622e-06
cat__Track_Linden Airport,8.428142737636272e-06
cat__Driver_Dave Terrell,8.388146570229605e-06
cat__Driver_Bobby Moon,8.376592654232018e-06
cat__Driver_Larry Thomas,8.375860310106568e-06
cat__Driver_Joe Jernigan,8.373993988039365e-06
cat__Driver_A.J. Foyt IV,8.367064106214316e-06
cat__Team_Bret Holmes Racing,8.360717778984127e-06
cat__Driver_Patty Moise,8.355707839321667e-06
cat__Driver_Charlie Luck,8.355599879538442e-06
cat__Team_Mario Rossi (Owner),8.346708394650344e-06
cat__Team_Hill Motorsports,8.346708290107149e-06
cat__Driver_Danny Efland,8.343851023408876e-06
cat__Driver_John Linville,8.342468990714322e-06
cat__Team_Reaume Brothers Racing,8.306416775948603e-06
cat__Driver_Ewell Weddle,8.23284376115102e-06
cat__Driver_Danny O'Quinn Jr.,8.22726440084009e-06
cat__Driver_Preston Pardus,8.197383094762208e-06
cat__Driver_Gober Sosebee,8.182110403652572e-06
cat__Driver_Ron Barfield Jr.,8.170230036787798e-06
cat__Driver_Ben Kennedy,8.147970754950822e-06
cat__Driver_Mike Harmon,8.144774888809026e-06
cat__Driver_T.J. Bell,8.12027509298058e-06
cat__Team_Stanton Barrett Racing,8.115757143175724e-06
cat__Team_Brevak Racing,8.100666995502587e-06
cat__Driver_Lance Hooper,8.090265269396185e-06
cat__Team_No Fear Racing,8.083300388183337e-06
cat__Driver_Johnny Sudderth,8.05441365074673e-06
cat__Driver_Ken Rush,8.049409554180932e-06
cat__Driver_Bret Holmes,8.047979864721832e-06
cat__Team_Laughlin Racing,8.034839514008923e-06
cat__Team_Sadler Racing,8.028889254171448e-06
cat__Team_Sisco Racing,8.019043081415352e-06
cat__Driver_Merv Treichler,7.996289831277758e-06
cat__Team_Jim Stacy Racing,7.979486224660336e-06
cat__Driver_Brad Coleman,7.962407771897177e-06
cat__Team_Galaxy Motorsports,7.94992739880566e-06
cat__Team_E.J. Trivette (Owner),7.945839816500802e-06
cat__Team_Dave Quate (Owner),7.942549124804812e-06
cat__Driver_Rick Carelli,7.9422536802814e-06
cat__Driver_Brad Teague,7.917172922510404e-06
cat__Driver_Billy Myers,7.875254897125325e-06
cat__Driver_Tommy Gale,7.84411646778892e-06
cat__Team_Bub King (Owner),7.839756927179466e-06
cat__Team_Fred Harb (Owner),7.822992532609676e-06
cat__Team_Bill Blair (Owner),7.805906415777177e-06
cat__Team_Gloy Racing,7.788417391946817e-06
cat__Driver_Blackie Pitt,7.77157735263053e-06
cat__Team_Don Culpepper (Owner),7.753871908262463e-06
cat__Driver_Dave Mader III,7.734231147384506e-06
cat__Driver_Chase Montgomery,7.697498021436573e-06
cat__Team_King Enterprises,7.693507616664173e-06
cat__Team_Frank Dodge (Owner),7.685212571713302e-06
cat__Team_Manley Britt (Owner),7.65752959474518e-06
cat__Driver_Ricky Carmichael,7.655001116133582e-06
cat__Team_Ryan Sieg Racing,7.65476620696958e-06
cat__Driver_Jade Buford,7.648927464456493e-06
cat__Driver_Bill Widenhouse,7.641187986009028e-06
cat__Team_Grubb Motorsports,7.634740546420647e-06
cat__Team_Wawak Racing,7.633918103979212e-06
cat__Team_American Equipment Motorsports,7.619648116523552e-06
cat__Driver_Cody Ware,7.610749488849986e-06
cat__Team_Bickle Racing,7.6047144431996476e-06
cat__Driver_Tayler Malsam,7.57266633039905e-06
cat__Driver_Tom Hubert,7.5705557018871104e-06
cat__Track_Lanier Speedway,7.5610299494736915e-06
cat__Driver_Buck Fulp,7.560486263613254e-06
cat__Team_Jimmy Ayers (Owner),7.559461910271039e-06
cat__Team_Gerald Duke (Owner),7.507325510396938e-06
cat__Team_Vel Miletich (Owner),7.473094329611325e-06
cat__Driver_Willie Allen,7.463834058562821e-06
cat__Driver_Bob Apperson,7.4608583152806894e-06
cat__Team_Walker Evans Racing,7.452144776570291e-06
cat__Driver_Bob Flock,7.42073898714641e-06
cat__Driver_Ralph Liguori,7.4098795212243025e-06
cat__Team_David Walker (Owner),7.398532714822191e-06
cat__Team_Beverly Racing,7.380055504832612e-06
cat__Driver_Raymond Williams,7.366799330438904e-06
cat__Team_Archie Smith (Owner),7.3496920914913286e-06
cat__Driver_Leland Honeyman Jr.,7.344498772877423e-06
cat__Driver_D.J. Kennington,7.338170742469548e-06
cat__Driver_Wayne Smith,7.3094346398479645e-06
cat__Team_Perry Smith (Owner),7.3066990025603405e-06
cat__Driver_Patrick Carpentier,7.297224721913336e-06
cat__Team_Hillman Smith Motorsports,7.295546359315834e-06
cat__Team_Jim Stephens (Owner),7.295359594901497e-06
cat__Driver_Sam Ard,7.288924873306997e-06
cat__Driver_Joe Millikan,7.287483244095431e-06
cat__Track_I-70 Speedway,7.2799173784512175e-06
cat__Driver_Bobby Booth,7.273478643252819e-06
cat__Driver_Kelly Moore,7.247353219610448e-06
cat__Track_Old Bridge Stadium,7.243246267375193e-06
cat__Team_Nelson Malloch (Owner),7.224508235228315e-06
cat__Driver_Charles Gattalia,7.195455275442925e-06
cat__Team_Peterson Racing,7.18014315306587e-06
cat__Driver_Justin Lofton,7.1446965385098955e-06
cat__Team_DGM Racing x JIM,7.114594130014083e-06
cat__Driver_Jim Cook,7.100161508201868e-06
cat__Driver_Tony Roper,7.086739378152293e-06
cat__Driver_Sam McQuagg,7.072212740441615e-06
cat__Driver_Fred Bince,7.019568502151121e-06
cat__Driver_Jack Ingram,7.011449291957342e-06
cat__Driver_Randy Porter,7.0095126599406265e-06
cat__Track_St. Petersburg Street Course,6.996339250794546e-06
cat__Driver_Gordon Johncock,6.991179861437747e-06
cat__Driver_Norm Benning,6.986994568528958e-06
cat__Driver_E.J. Trivette,6.974113146245929e-06
cat__Team_Specialty Racing,6.957366415685394e-06
cat__Team_Will Spencer (Owner),6.956556464953446e-06
cat__Team_Bailey Racing,6.9225334586031885e-06
cat__Driver_Ricky Hendrick,6.907546342011152e-06
cat__Team_Lyle Stelter (Owner),6.8888349841152e-06
cat__Driver_A.J. Foyt,6.88836794531802e-06
cat__Driver_Coy Gibbs,6.884441890653643e-06
cat__Team_Monroe Shook (Owner),6.8822168427709125e-06
cat__Driver_Gene Darragh,6.844991661547603e-06
cat__Driver_Bill Morton,6.816317895935636e-06
cat__Driver_Shelby Howard,6.807024760508518e-06
cat__Team_Wade Younts (Owner),6.779567794012237e-06
cat__Team_Roehrig Racing,6.752782297731912e-06
cat__Driver_Bosco Lowe,6.740276696484495e-06
cat__Team_Jim Clark (Owner),6.726940139947139e-06
cat__Driver_Kraig Kinser,6.716319161426608e-06
cat__Driver_Buck Brigance,6.700625407798639e-06
cat__Driver_Doug Heveron,6.669915647041748e-06
cat__Driver_Dylan Kwasniewski,6.654644643127474e-06
cat__Driver_Raphael Lessard,6.642799956089272e-06
cat__Driver_Andy Lally,6.61876825775308e-06
cat__Driver_Kyle Krisiloff,6.614467612344082e-06
cat__Team_Harley Smith (Owner),6.608781634483243e-06
cat__Team_Kranefuss-Haas Racing,6.598132466134999e-06
cat__Driver_Ron Young,6.593029380791291e-06
cat__Driver_Clyde Lynn,6.574178139812312e-06
cat__Team_Al Rudd Auto,6.5629063890754e-06
cat__Driver_Jack Wood,6.547520710203966e-06
cat__Driver_Bud Riley,6.5467858908154174e-06
cat__Driver_Brownie King,6.538408834013655e-06
cat__Driver_Rob Moroso,6.537025949230014e-06
cat__Driver_Billy Standridge,6.534091692070262e-06
cat__Team_Johnny Mantz (Owner),6.504849148258916e-06
cat__Team_Jim Russell (Owner),6.491824466110705e-06
cat__Driver_Mark McFarland,6.473814391897077e-06
cat__Track_Ascot Stadium,6.471026090397341e-06
cat__Driver_Jimmy Kitchens,6.433751595202075e-06
cat__Driver_Jimmy Lawson,6.3944385942393115e-06
cat__Team_Sam Knox (Owner),6.3846257377971185e-06
cat__Team_Dink Widenhouse (Owner),6.382510651776337e-06
cat__Track_Cleveland County Fairgrounds,6.367503911154448e-06
cat__Team_AP Performance Racing,6.364762303430198e-06
cat__Team_Moyer Racing,6.356867827030588e-06
cat__Team_Paul Nunn (Owner),6.3541430610321145e-06
cat__Driver_Dylan Lupton,6.353198176297035e-06
cat__Team_Zock Motorsports,6.348847646364656e-06
cat__Driver_Randy Renfrow,6.313550106246781e-06
cat__Driver_Michael Dokken,6.296249726645644e-06
cat__Driver_Kenny Martin,6.288558278380565e-06
cat__Driver_Jimmy Massey,6.262416185851874e-06
cat__Team_Joe Jones (Owner),6.25249282406615e-06
cat__Team_Howard & Egerton Racing,6.239467976833415e-06
cat__Team_Alliance Racing,6.21672900751727e-06
cat__Driver_Pete Silva,6.215995293892199e-06
cat__Driver_Robert Richardson Jr.,6.205172904903406e-06
cat__Driver_Dick May,6.189553203304237e-06
cat__Driver_Trevor Boys,6.185605465930836e-06
cat__Driver_Josh Wise,6.160478811113188e-06
cat__Driver_Jim Fiebelkorn,6.157900874719845e-06
cat__Team_Ware Racing Enterprises,6.140993052902556e-06
cat__Track_Dog Track Speedway,6.124521887795985e-06
cat__Driver_Bill Holland,6.124257283151153e-06
cat__Team_Emerling Gase Motorsports,6.105481013881663e-06
cat__Driver_Joey Miller,6.1003303574190845e-06
cat__Driver_Bob Duell,6.098931528450626e-06
cat__Team_Sandy Lynch (Owner),6.09341320303002e-06
cat__Team_Dalton Racing,6.088651706540783e-06
cat__Team_Fitz Motorsports,6.084670963532243e-06
cat__Team_Mike Day (Owner),6.084260719588015e-06
cat__Team_NorthStar Motorsports,6.073519791584614e-06
cat__Driver_Jamie Aube,6.061327050203358e-06
cat__Driver_Michel Jourdain,6.056239783216409e-06
cat__Track_Lakeview Speedway,6.035367663918622e-06
cat__Team_Vandiver Racing,6.028574806533237e-06
cat__Driver_Fred Harb,6.010943193391171e-06
cat__Driver_Gary Balough,5.989759099372807e-06
cat__Driver_Travis Pastrana,5.9774829515691075e-06
cat__Driver_Johnny Rutherford,5.967854310301066e-06
cat__Team_Pharo Racing,5.966988288272012e-06
cat__Team_Harold Mays (Owner),5.962401717224201e-06
cat__Team_Rex Lovette (Owner),5.960180771618168e-06
cat__Team_The Motorsports Group,5.948908933797193e-06
cat__Driver_J.T. Putney,5.939184580224383e-06
cat__Track_Knoxville Raceway,5.92399255062618e-06
cat__Driver_Dick Allwine,5.906586740628743e-06
cat__Team_Ralph Liguori (Owner),5.906077319418424e-06
cat__Driver_H.B. Bailey,5.90135839032415e-06
cat__Team_Bob Derrington (Owner),5.8946692575027185e-06
cat__Driver_Chris Jones,5.8916267591049125e-06
cat__Team_Bub Strickler (Owner),5.875213706914311e-06
cat__Team_Mac Hill Motorsports,5.868223745737214e-06
cat__Team_Freelander Motorsports,5.837505224833787e-06
cat__Driver_Bill Cleveland,5.8326493328346e-06
cat__Driver_Johnny Osteen,5.825281013177426e-06
cat__Driver_Jim Vandiver,5.81144628286035e-06
cat__Team_Live Fast Motorsports,5.8039229164785424e-06
cat__Team_Leroy Weyher (Owner),5.794883737904004e-06
cat__Driver_Brent Sherman,5.792681242744869e-06
cat__Driver_Eddie Bierschwale,5.785276232816596e-06
cat__Team_Brooks/SABCO Racing,5.782999853801674e-06
cat__Team_Ned Jarrett (Owner),5.762343410199012e-06
cat__Team_Joe Beccue (Owner),5.744837015825627e-06
cat__Driver_Ray Duhigg,5.731129301835966e-06
cat__Driver_Russ Graham,5.722805285036728e-06
cat__Driver_Billy Wade,5.718874363651928e-06
cat__Driver_Giovanni Ruggiero,5.710563210080868e-06
cat__Driver_Dawson Sutton,5.709580148940541e-06
cat__Driver_Caesar Bacarella,5.6912239560625524e-06
cat__Team_Mike Greci (Owner),5.668113305280651e-06
cat__Driver_Bill Dennis,5.65112995260552e-06
cat__Team_Penske-Jasper Racing,5.647231585295285e-06
cat__Driver_Earl Balmer,5.645898084086424e-06
cat__Team_Larry Frank (Owner),5.641142403375192e-06
cat__Driver_Darvin Randahl,5.63993883218461e-06
cat__Driver_Smokey Purser,5.628317597985209e-06
cat__Driver_Paul Lewis,5.6197397896540585e-06
cat__Driver_Korbin Forrister,5.616890620025801e-06
cat__Team_Tom Hunter (Owner),5.614059396145445e-06
cat__Track_New York State Fairgrounds,5.613412439673358e-06
cat__Team_Crestinger Racing,5.606089456052123e-06
cat__Driver_Charlie Glotzbach,5.597843334809809e-06
cat__Driver_Bob Derrington,5.5901469306996296e-06
cat__Driver_Ron Keselowski,5.589711387181582e-06
cat__Driver_Ed Paskovich,5.588153428061101e-06
cat__Driver_Don Tarr,5.579088279463843e-06
cat__Driver_Dub Simpson,5.575933543158247e-06
cat__Make_Packard Motor Car Company,5.5746837141935015e-06
cat__Driver_Jimmy Mairs,5.574063345062274e-06
cat__Driver_Kenny Habul,5.5697629858827645e-06
cat__Team_Glynn Motorsports,5.567087168962454e-06
cat__Driver_Larry Manning,5.5655138687756436e-06
cat__Team_John Hines (Owner),5.555551756549737e-06
cat__Team_J.T. Putney (Owner),5.553567470474604e-06
cat__Driver_Chad Blount,5.534167493950902e-06
cat__Team_Norm Benning Racing,5.527361712375451e-06
cat__Team_Lonnie Fish (Owner),5.487326930004863e-06
cat__Driver_Felix Wilkes,5.486523463419244e-06
cat__Driver_Brandon Whitt,5.4722888077124875e-06
cat__Track_Heartland Park Topeka,5.4721939544033865e-06
cat__Team_Jimmy Florian (Owner),5.470149553505452e-06
cat__Track_Southside Speedway,5.4394285937048125e-06
cat__Team_Pete Kelly (Owner),5.429491247445506e-06
cat__Team_R3 Motorsports,5.423598678310928e-06
cat__Driver_Leland Colvin,5.394785632250631e-06
cat__Team_MAKE Motorsports,5.391129554954434e-06
cat__Driver_Shorty Rollins,5.389191957103796e-06
cat__Track_Harnett Speedway,5.36772982742634e-06
cat__Driver_Allan Powell,5.3590468149484055e-06
cat__Driver_Johnny Patterson,5.345242954940911e-06
cat__Team_L & R Motorsports,5.328910603304032e-06
cat__Driver_Lawless Alan,5.322674692482008e-06
cat__Team_Porter Racing,5.316685093931765e-06
cat__Driver_Possum Jones,5.307215586212353e-06
cat__Team_Midwest Transit Racing,5.305527902870963e-06
cat__Driver_Ted Christopher,5.2646847328651305e-06
cat__Driver_Joey Kourafas,5.24943885996298e-06
cat__Team_Donald Laird Racing,5.249227742620986e-06
cat__Team_Fenley-Moore Motorsports,5.2484137804021975e-06
cat__Team_Johnny Hayes (Owner),5.244675883439227e-06
cat__Driver_Bob Perry,5.239892092518192e-06
cat__Team_Jesse Iwuji Motorsports,5.2054192601736275e-06
cat__Driver_Tyler Walker,5.2034381290409445e-06
cat__Team_Bruce Lawmaster (Owner),5.185987795142949e-06
cat__Driver_Clarence Lovell,5.181242565839545e-06
cat__Team_Diamond-Waltrip Racing,5.169751699187648e-06
cat__Driver_Bob Walters,5.163925773311589e-06
cat__Team_E.C. Wilson (Owner),5.150199468648514e-06
cat__Driver_Brian Keselowski,5.149373952933769e-06
cat__Driver_Donnie Neuenberger,5.145985868583393e-06
cat__Driver_Rodney Howard,5.12538924100962e-06
cat__Team_Marshall Teague (Owner),5.124578272380786e-06
cat__Team_Sawyer Racing,5.119375036019827e-06
cat__Driver_Ryan Hemphill,5.117614002293159e-06
cat__Team_Doc White (Owner),5.0919127227768305e-06
cat__Team_LAR Motorspots,5.074114156695253e-06
cat__Team_Brownie Pitt (Owner),5.067784288424503e-06
cat__Team_Rev Racing,5.049160909680791e-06
cat__Driver_Richard Lasater,5.043371030279064e-06
cat__Team_James Gess (Owner),5.043290244728087e-06
cat__Driver_Jim Lacy,5.03630100653451e-06
cat__Team_Allison Motorsports,5.03514348224092e-06
cat__Driver_Aaron Fike,5.0350638543297e-06
cat__Driver_Bobby Keck,5.029503608594891e-06
cat__Team_DCT Motorsports,5.026754173226958e-06
cat__Team_SKI Motorsports,5.018431876396098e-06
cat__Driver_C.J. McLaughlin,5.018016208773783e-06
cat__Team_Casper Hensley (Owner),5.0106632374648285e-06
cat__Driver_Steve Portenga,5.007170247592408e-06
cat__Driver_Frankie Schneider,4.990913751329506e-06
cat__Driver_Glenn Dunaway,4.975433052921666e-06
cat__Team_Millard Wright (Owner),4.95633964043889e-06
cat__Team_Don Rogalla (Owner),4.950554219655544e-06
cat__Driver_Robbie Crouch,4.940827428306159e-06
cat__Driver_Eddie Falk,4.9367687025078116e-06
cat__Driver_Tighe Scott,4.936187883224914e-06
cat__Team_Garn Racing,4.91734750032157e-06
cat__Team_Adams Racing,4.910207665874183e-06
cat__Track_Albany Saratoga Speedway,4.9071507384875564e-06
cat__Driver_Dawson Cram,4.89334545497485e-06
cat__Track_Salisbury Super Speedway,4.884120171263783e-06
cat__Team_Wood Brothers/JTG Racing,4.882470621739364e-06
cat__Team_Dick McCabe (Owner),4.875081078160165e-06
cat__Driver_Bub King,4.8715371198404095e-06
cat__Driver_Russ Truelove,4.855980154033974e-06
cat__Driver_Billy Taylor,4.847388814160318e-06
cat__Team_Raeford Johnson (Owner),4.8463767136344e-06
cat__Team_Turn One Racing,4.832652110201505e-06
cat__Team_Roberts Racing,4.82459220125337e-06
cat__Team_Robert Gee (Owner),4.817179757125038e-06
cat__Driver_Wayne Grubb,4.804786115303235e-06
cat__Driver_Skip Manning,4.784701993160952e-06
cat__Team_Benfield Racing,4.784188389214245e-06
cat__Driver_R.L. Combs,4.7806175703019465e-06
cat__Team_Houston Racing,4.768630917870277e-06
cat__Driver_Dean Dalton,4.764925448628222e-06
cat__Driver_Dana Patten,4.761537156207638e-06
cat__Make_Kaiser,4.758894308944814e-06
cat__Team_Tyler Jet Motorsports,4.756321835413638e-06
cat__Driver_Dick Linder,4.7521037095494715e-06
cat__Driver_Kelly Sutton,4.736129910559331e-06
cat__Driver_Ferrel Harris,4.7309755283258555e-06
cat__Driver_Bobby Gerhart,4.729220343765634e-06
cat__Team_Dollar Racing,4.719403421399172e-06
cat__Driver_Andres Perez de Lara,4.716298556320946e-06
cat__Driver_Shep Langdon,4.705033203539662e-06
cat__Team_Elton Sawyer (Owner),4.7042434209341886e-06
cat__Driver_Max Gresham,4.703260893742903e-06
cat__Team_GunBroker Racing,4.699093281940186e-06
cat__Driver_Bobby Waddell,4.6973761742359074e-06
cat__Driver_George Dunn,4.686765207230045e-06
cat__Track_Tucson Raceway Park,4.6800080016606186e-06
cat__Team_Smokey Purser (Owner),4.675268116699907e-06
cat__Driver_Pete Kelly,4.675219170156816e-06
cat__Driver_Rick Markle,4.6722482804477456e-06
cat__Driver_Stick Elliott,4.668004400262305e-06
cat__Team_Lubinski Racing,4.667841280108723e-06
cat__Team_Means Racing,4.66010211867683e-06
cat__Driver_Adrian Fernandez,4.640173920779122e-06
cat__Driver_Chuck Mahoney,4.63396180549315e-06
cat__Team_Team Bristol Motorsports,4.6194848298147e-06
cat__Team_Levin Racing,4.60036062702977e-06
cat__Team_John Whitford (Owner),4.599431244719746e-06
cat__Team_Lee Connell (Owner),4.592786430918632e-06
cat__Driver_Billy Bigley,4.583766678854414e-06
cat__Team_Matrix Motorsports,4.582548606409175e-06
cat__Driver_Shawna Robinson,4.578002925605518e-06
cat__Team_Wauters Motorsports,4.554377037807021e-06
cat__Driver_Whitey Norman,4.538388315388745e-06
cat__Track_Fonda Speedway,4.525582784508838e-06
cat__Team_Adcox-Kirby,4.52078031743134e-06
cat__Driver_T.C. Hunt,4.504232077180713e-06
cat__Team_RJ Motorsports,4.491919481288945e-06
cat__Track_Portland International Raceway,4.490272890853224e-06
cat__Driver_Leo Bergeron,4.4900450008949885e-06
cat__Team_FAS Lane Racing,4.489360662602086e-06
cat__Driver_Lonnie Rush Jr.,4.487373198215285e-06
cat__Team_Sheila Allen (Owner),4.457137941950238e-06
cat__Driver_George Bush,4.456713847650443e-06
cat__Team_Bobby Keck (Owner),4.45373335655374e-06
cat__Driver_Doug Cooper,4.450753596443266e-06
cat__Team_SCORE Motorsports,4.44813465983498e-06
cat__Team_StarCom Racing,4.445085802036294e-06
cat__Team_Arnold Racing,4.431616014175407e-06
cat__Team_John Sears (Owner),4.4160303125868714e-06
cat__Driver_Buddy Shuman,4.404283593753901e-06
cat__Driver_Sonny Hutchins,4.399008967641179e-06
cat__Driver_Sean Murphy,4.397949118108243e-06
cat__Driver_John Nemechek,4.3905196821369845e-06
cat__Driver_Darren Bernier,4.387475657401857e-06
cat__Driver_Ralph Earnhardt,4.385927954387872e-06
cat__Driver_Emory Lewis,4.385722364017628e-06
cat__Driver_Gene Simpson,4.375799395359543e-06
cat__Team_Tom Walsh (Owner),4.372906642174701e-06
cat__Driver_Steve Jarvis,4.368113981961565e-06
cat__Driver_Ed DeWolff,4.360442413902312e-06
cat__Driver_Bob Shreeves,4.3509141403346925e-06
cat__Driver_Damon Lusk,4.3503186826404224e-06
cat__Team_JG Motorsports,4.347093976606608e-06
cat__Team_Jerry Francis (Owner),4.346542620875151e-06
cat__Driver_Johnny Rumley,4.3267332802465095e-06
cat__Team_Williams Racing,4.325830365811923e-06
cat__Driver_Scot Walters,4.31585971218127e-06
cat__Team_Sutton Motorsports,4.304061444704867e-06
cat__Driver_Bill Chevalier,4.292425987442877e-06
cat__Driver_Ronald Cooper,4.290450316518257e-06
cat__Driver_Cameron Hayley,4.266389498718564e-06
cat__Team_Jim Rush (Owner),4.259741238033371e-06
cat__Team_Jennifer Jo Cobb Racing,4.239816385871381e-06
cat__Team_Ted Chamberlain (Owner),4.232639435771546e-06
cat__Driver_Reds Kagle,4.230040166265068e-06
cat__Team_Jim Fiebelkorn (Owner),4.227313326747583e-06
cat__Driver_Ted Hairfield,4.2268891862395575e-06
cat__Driver_Jeff Hensley,4.2253792545638314e-06
cat__Driver_Jim Delaney,4.223953255799775e-06
cat__Driver_Blake Feese,4.222974682434054e-06
cat__Driver_Jack Anderson,4.21945980800749e-06
cat__Driver_Gordon Smith,4.213070771730733e-06
cat__Team_T.L. King (Owner),4.197577305287088e-06
cat__Driver_Kyle Benjamin,4.183425884772292e-06
cat__Driver_Bruce Hill,4.179082635634521e-06
cat__Driver_June Cleveland,4.1770653725131465e-06
cat__Driver_Larry Smith,4.16924755110531e-06
cat__Driver_Ralph Moody,4.16636642069148e-06
cat__Driver_Ted Chamberlain,4.164830528096919e-06
cat__Driver_Chris Diamond,4.1578888826863675e-06
cat__Driver_George Green,4.15478994442277e-06
cat__Team_Ronnie Thomas Racing,4.151820773946986e-06
cat__Driver_Loy Allen Jr.,4.139701508589769e-06
cat__Driver_Tommy Moon,4.139259502091964e-06
cat__Driver_Ted Swaim,4.136632332946203e-06
cat__Driver_Chris Hacker,4.127727301632714e-06
cat__Team_Harvey Eakin (Owner),4.120723209857649e-06
cat__Driver_Bob Keselowski,4.116443528624117e-06
cat__Driver_Johnny Chapman,4.098376702162014e-06
cat__Driver_Mark Krogh,4.098335671051612e-06
cat__Team_Vestar Motorsports,4.097882025125373e-06
cat__Team_R.B. McIntosh (Owner),4.096091870775091e-06
cat__Driver_John McGinley,4.094612812697964e-06
cat__Driver_Al White,4.088835255188487e-06
cat__Driver_Alex Tagliani,4.088613788619042e-06
cat__Driver_Clay Rogers,4.08764125939058e-06
cat__Driver_Kenny Hendrick,4.081652169788659e-06
cat__Driver_Leon Sales,4.0795884573318995e-06
cat__Driver_Al Neal,4.0736862346794884e-06
cat__Driver_Sonny Morgan,4.060765199190439e-06
cat__Team_Charles Vance (Owner),4.0517816501156454e-06
cat__Track_Reading Fairgrounds,4.046552286665278e-06
cat__Team_Excel Motorsports,4.0439692742530594e-06
cat__Driver_Johnny Beauchamp,4.0373053013562755e-06
cat__Team_R.L. Combs (Owner),4.032213659844007e-06
cat__Team_Gene Black (Owner),4.031303895377176e-06
cat__Driver_Jim Hurtubise,4.027745026393938e-06
cat__Driver_Bunkie Blackburn,4.0227741139136346e-06
cat__Driver_Barry Bodine,4.012385175309621e-06
cat__Team_Kennie Childers (Owner),4.00733780660294e-06
cat__Team_Betty Lilly (Owner),3.994352647001758e-06
cat__Driver_Dick Beaty,3.993333356595539e-06
cat__Team_Harry Melton (Owner),3.980184220906153e-06
cat__Driver_Patrick Emerling,3.966004145119318e-06
cat__Driver_Codie Rohrbaugh,3.960243884370335e-06
cat__Driver_Mel Larson,3.959506772790978e-06
cat__Driver_Joey Clanton,3.958512349038639e-06
cat__Driver_Tyler Young,3.932176441228276e-06
cat__Driver_Robert Ingram,3.924024358243594e-06
cat__Track_Altamont-Schenectady Fairgrounds,3.916040632786698e-06
cat__Team_Active Motorsports,3.91478358238105e-06
cat__Driver_Junior Miller,3.9132280455503775e-06
cat__Driver_Dirk Stephens,3.910272938644552e-06
cat__Driver_Harvey Eakin,3.907476874477229e-06
cat__Team_Moy Racing,3.8952699722117164e-06
cat__Driver_John Soares,3.893535361624837e-06
cat__Driver_Cody Coughlin,3.889231330019505e-06
cat__Team_Taylor Motorsports,3.885815476418118e-06
cat__Team_Jeri Jacks (Owner),3.877779264256704e-06
cat__Driver_Eddie Pagan,3.8757658440887305e-06
cat__Driver_Buzzie Bezanson,3.874668933178587e-06
cat__Team_Bill Widenhouse (Owner),3.872448152075141e-06
cat__Driver_Mike Cope,3.87226801819713e-06
cat__Driver_Doug Yates,3.872248770579537e-06
cat__Team_Buddy Shuman (Owner),3.8628692413415445e-06
cat__Driver_Danny Bohn,3.860681155001771e-06
cat__Team_Pete Stewart (Owner),3.856279757926736e-06
cat__Team_SWM-NEMCO Racing,3.852995347933983e-06
cat__Driver_Dexter Bean,3.844789200064209e-06
cat__Driver_Sal Tovella,3.8419054293147165e-06
cat__Team_Joe Blair (Owner),3.837564559227106e-06
cat__Team_Dave Terrell (Owner),3.826336509462107e-06
cat__Driver_Dickie Linville,3.822940507594351e-06
cat__Team_E.C. Reid (Owner),3.8178325813431394e-06
cat__Driver_Mike Porter,3.8112312345486394e-06
cat__Driver_Slick Johnson,3.8076593761771273e-06
cat__Team_Circle Sport - Leavine Family Racing,3.8060421173527743e-06
cat__Team_Buckshot Morris (Owner),3.801149115793345e-06
cat__Team_Pro Tech Motorsports,3.7973729119940655e-06
cat__Team_John Golabek (Owner),3.7893125638126873e-06
cat__Team_Larry Shurter (Owner),3.7844525343717284e-06
cat__Team_McGee Racing,3.777396245018088e-06
cat__Driver_George Follmer,3.7761225860787416e-06
cat__Team_Milt Lunda (Owner),3.7743162812031283e-06
cat__Driver_Cory Roper,3.7741200864353997e-06
cat__Driver_Joe Halton,3.7715008533514575e-06
cat__Team_W.H. Watson (Owner),3.756302604274356e-06
cat__Driver_Mike Stefanik,3.7334972723139208e-06
cat__Driver_Gene Comstock,3.7254162159389593e-06
cat__Driver_Craig Spetman,3.723391486622148e-06
cat__Team_Dawson Lechlider (Owner),3.7197552798082423e-06
cat__Team_Joe Merola (Owner),3.708073525176175e-06
cat__Driver_Kevin Hamlin,3.701103173731728e-06
cat__Driver_Kenny Allen,3.7003163184382062e-06
cat__Driver_Eddie Van Horn,3.695489605893066e-06
cat__Team_Michael Jarema (Owner),3.6846142255585425e-06
cat__Team_Go Green Racing,3.6818435465225434e-06
cat__Driver_Barney Shore,3.6782507904081598e-06
cat__Driver_Fred Boggs,3.6758860336931786e-06
cat__Team_Rogers Racing,3.675064719870516e-06
cat__Team_Hugh Babb (Owner),3.658087337142045e-06
cat__Driver_Michael Ritch,3.654553247306253e-06
cat__Driver_Clark Dwyer,3.648443111291084e-06
